Record_ID,Project_Code,Project_Title,Lead_Author,Graduation_Year,Institution,Contact_Email,Start_Date,Duration_Months,Budget_USD,Category,Notes
REC-4233,PRJ-2026-8819,Analysis of Ethics,Alexandr Wright,1882,Urbana Champaign University of Illinois,r.johnson@mit.edu,2025-12-01,42,170996.88,Python,Cost &lt; Budget
REC-4234,PRJ-2026-1001,Analysis of Archival Studies,Johnathan Doee,'15,Urbana Champaign University of Illinois,a.wright@berkeley.edu,1900-01-01,43,FREE,GIS Mapping,Na&iuml;ve Bayes test
REC-4235,,Investigation into Python and Modern Data Pipelines,Smith,N/A,UNLV,jdoe@illinois.edu,2016-03-12,16,FREE,Machine Learning,Phase 1 &amp; 2 complete
REC-4236,,Analysis of Python,Michael O'Brown,2005,Univ of Illinois Urbana Champaign,a.wright@berkeley.edu,2021-07-22,38,97480.21,Metadata,Notes on &quot;UIUC&quot;
REC-4237,PRJ-26-1001,Analysis of Metadata,Robert Johnson,2022,"Technology, Massachusetts Institute of",r.johnson@mit.edu,2021-07-22,44,70798.04,Bioinformatics,Caf&eacute; study group
REC-4238,PRJ-2026-4052,Investigation into Archival Studies and Modern Data Pipelines,A. PROF. WILSON,,"Berkeley, University of California",jdoe@illinois.edu,2025-12-01,14,38754.12,Metadata,Na&iuml;ve Bayes test
REC-4239,PRJ-2026-9900,Investigation into Python and Modern Data Pipelines,Jane Smith,N/A,Univ of Nevada Las Vegas,jdoe@illinois.edu,2021-07-22,39,"$141,066.82",Archival Studies,Caf&eacute; study group
,,,,,,,,,,Machine Learning,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-4240,PRJ-26-1001,Proj A,Jane Smith,2021,"Berkeley, University of California",r.johnson@mit.edu,2020-01-15,38,140172.12 USD,Metadata,Caf&eacute; study group
REC-4241,PRJ-2026-9900,Proj A,Smith,N/A,UNLV,contact@lab.org,2016-03-12,42,-$410.00,Python,Na&iuml;ve Bayes test
REC-4242,PRJ-2026-9900,Study on Bioinformatics,Catherine Wright,2050,M.I.T.,contact@lab.org,,44,-$248.00,Archival Studies,Phase 1 &amp; 2 complete
REC-4243,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Brown,2012,UIUC,jdoe@illinois.edu,2016-03-12,26,65274.39 USD,Python,Notes on &quot;UIUC&quot;
REC-4244,PRJ-2026-1001,Proj A,Jane Smith,1998,UNLV,a.wright@berkeley.edu,2020-01-15,40,132544.32 USD,Ethics,Na&iuml;ve Bayes test
REC-4245,PRJ-2026-4052,Investigation into Python and Modern Data Pipelines,A. PROF. WILSON,2020,Urbana Champaign University of Illinois,smith@unlv.edu,2016-03-12,8,-$229.00,Cataloging,Caf&eacute; study group
REC-4246,PRJ20261001,Proj A,Dr. Jane Mary Smith,2015,university of illinois at urbana-champaign,a.wright@berkeley.edu,2018-11-05,46,FREE,Bioinformatics,Phase 1 &amp; 2 complete
REC-4247,PRJ20261001,Study on Ethics,Bryan Stewart,c. 2005,UC Berkeley,contact@lab.org,2021-07-22,22,FREE,GIS Mapping,Cost &lt; Budget
REC-4248,INVALID_CODE,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Johnson,2005,Univ of Illinois Urbana Champaign,contact@lab.org,2016-03-12,3,-$155.00,GIS Mapping,Caf&eacute; study group
REC-4249,PRJ-2026-4052,Study on Machine Learning,Christina Taylor,2021,UNLV,r.johnson@mit.edu,2023-09-30,6,"$19,050.41",Cataloging,Phase 1 &amp; 2 complete
REC-4250,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,c2020,UIUC,a.wright@berkeley.edu,2018-11-05,29,FREE,GIS Mapping,Notes on &quot;UIUC&quot;
REC-4251,PRJ-2026-1001,Analysis of Metadata,Alexander Wright,c. 2005,"Las Vegas, University of Nevada",a.wright@berkeley.edu,2023-09-30,37,161433.79 USD,GIS Mapping,Notes on &quot;UIUC&quot;
REC-4252,PRJ20261001,Analysis of Bioinformatics,Patricia Taylor-Garcia,c. 2005,"University of California, Berkeley",smith@unlv.edu,1900-01-01,4,-$431.00,Metadata,Na&iuml;ve Bayes test
REC-4253,,Analysis of Bioinformatics,Patricia Taylor-Garcia,2021,Massachusetts Institute of Technology,smith@unlv.edu,2016-03-12,3,-$490.00,Data Science,Na&iuml;ve Bayes test
REC-4254,PRJ-2026-9900,Proj A,Jane Smith,2020,UNLV,r.johnson@mit.edu,2021-07-22,11,38633.5,Cataloging,Phase 1 &amp; 2 complete
REC-4255,PRJ20261001,Proj A,A. PROF. WILSON,c2020,"Berkeley, University of California",smith@unlv.edu,2099-12-31,14,FREE,Archival Studies,Cost &lt; Budget
REC-4256,PRJ-2026-9900,Analysis of Python,Johnathan Doe,2012,"University of Nevada, Las Vegas",jdoe@illinois.edu,2020-01-15,39,165289.21 USD,GIS Mapping,Cost &lt; Budget
REC-4257,INVALID_CODE,Study on Cataloging,Stephen Miller,2021,university of illinois at urbana-champaign,contact@lab.org,,37,138812.33,Bioinformatics,Notes on &quot;UIUC&quot;
REC-4258,PRJ-2026-1001,Investigation into Machine Learning and Modern Data Pipelines,Jane Smith,1998,"Las Vegas, University of Nevada",duplicate.user@research.org,2021-07-22,10,22402.92,Python,Cost &lt; Budget
REC-4259,PRJ-26-1001,Analysis of Machine Learning,Robert Jhnson,c2020,Urbana Champaign University of Illinois,smith@unlv.edu,2018-11-05,14,FREE,Python,Cost &lt; Budget
REC-4260,PRJ-2026-9900,Analysis of Python,Patricia Taylor-Garcia,Pending,UIUC,contact@lab.org,2023-09-30,25,110514.23 USD,Cataloging,Na&iuml;ve Bayes test
REC-4261,prj-2026-1001,Analysis of Archival Studies,Patricia Taylor Garcia,c2020,University of Illinois at Urbana-Champaign,a.wright@berkeley.edu,2018-11-05,47,"$203,781.32",Data Science,Notes on &quot;UIUC&quot;
REC-4262,PRJ20261001,Analysis of Archival Studies,Patricia Taylor Garcia,1998,"University of California, Berkeley",duplicate.user@research.org,2025-12-01,15,"$28,878.26",GIS Mapping,Phase 1 &amp; 2 complete
REC-4263,INVALID_CODE,Study on Data Science,Jeffrey Clarke,2022,U.N.L.V.,contact@lab.org,2021-07-22,13,FREE,Metadata,Caf&eacute; study group
REC-4264,PRJ20261001,Investigation into Python and Modern Data Pipelines,Dr. Jane Mary Smith,c2020,Urbana Champaign University of Illinois,contact@lab.org,1900-01-01,27,FREE,Ethics,Caf&eacute; study group
REC-4265,,Proj A,Jane Smith,1998,"University of Nevada, Las Vegas",a.wright@berkeley.edu,,31,46608.52 USD,Archival Studies,Notes on &quot;UIUC&quot;
REC-4266,PRJ-26-1001,Study on Machine Learning,Bryan Stewart,'15,"Las Vegas, University of Nevada",contact@lab.org,2018-11-05,25,"$69,185.23",Data Science,Cost &lt; Budget
REC-4267,INVALID_CODE,Analysis of Python,Alexandr Wright,c2020,Univ. of Illinois (UIUC),duplicate.user@research.org,,35,100634.05,Machine Learning,Notes on &quot;UIUC&quot;
REC-4268,PRJ-2026-8819,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Smith,c2020,UC Berkeley,r.johnson@mit.edu,2021-07-22,31,"$95,587.99",Ethics,Notes on &quot;UIUC&quot;
REC-4269,prj-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Smith,2015,UC Berkeley,smith@unlv.edu,2099-12-31,6,FREE,Metadata,Phase 1 &amp; 2 complete
,,,,,,,,,,Cataloging,Sub-tag record
,,,,,,,,,,Bioinformatics,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-4270,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Johnson,2050,Univ. of Illinois (UIUC),jdoe@illinois.edu,2020-01-15,16,-$176.00,Ethics,Notes on &quot;UIUC&quot;
REC-4271,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Smith,2012,Univ of Illinois Urbana Champaign,contact@lab.org,2099-12-31,45,FREE,Archival Studies,Notes on &quot;UIUC&quot;
REC-4272,,Proj A,m. davis,c2020,"University of Nevada, Las Vegas",duplicate.user@research.org,2023-09-30,27,106094.39 USD,GIS Mapping,Notes on &quot;UIUC&quot;
REC-4273,PRJ-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,c. 2005,Massachusetts Institute of Technology,smith@unlv.edu,1900-01-01,27,83254.74,Ethics,Notes on &quot;UIUC&quot;
REC-4274,,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Smith,Pending,"University of California, Berkeley",smith@unlv.edu,2018-11-05,3,FREE,Cataloging,Phase 1 &amp; 2 complete
REC-4275,INVALID_CODE,Study on Ethics,Geoffrey Clark,2020,Univ of Illinois Urbana Champaign,a.wright@berkeley.edu,2021-07-22,24,107690.9 USD,GIS Mapping,Notes on &quot;UIUC&quot;
REC-4276,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,2012,"Las Vegas, University of Nevada",smith@unlv.edu,2018-11-05,38,"$158,099.34",Ethics,Na&iuml;ve Bayes test
REC-4277,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Johnson,2020,"Technology, Massachusetts Institute of",contact@lab.org,1900-01-01,6,-$492.00,Machine Learning,Notes on &quot;UIUC&quot;
REC-4278,PRJ-26-1001,Proj A,Jane Smith,2021,"University of California, Berkeley",jdoe@illinois.edu,2099-12-31,18,FREE,Python,Cost &lt; Budget
REC-4279,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,2012.0,Univ. of Illinois (UIUC),contact@lab.org,,30,66084.16 USD,Machine Learning,Cost &lt; Budget
REC-4280,PRJ-2026-4052,Investigation into GIS Mapping and Modern Data Pipelines,Dr. Jane Mary Smith,,"Technology, Massachusetts Institute of",a.wright@berkeley.edu,2021-07-22,42,"$70,396.27",Metadata,Notes on &quot;UIUC&quot;
REC-4281,PRJ-2026-4052,Study on Python,Geoffrey Clark,2021,Univ of Illinois Urbana Champaign,contact@lab.org,2018-11-05,27,FREE,Python,Phase 1 &amp; 2 complete
REC-4282,PRJ-2026-4052,Analysis of Bioinformatics,Patricia Taylor-Garcia,2005,"University of California, Berkeley",jdoe@illinois.edu,2023-09-30,11,39377.25,Machine Learning,Phase 1 &amp; 2 complete
REC-4283,,Investigation into Bioinformatics and Modern Data Pipelines,m. davis,2022,"Urbana-Champaign, University of Illinois",a.wright@berkeley.edu,2020-01-15,43,136062.84,Ethics,Caf&eacute; study group
REC-4284,PRJ-2026-9900,Proj A,Smith,1998,Cal Berkeley,contact@lab.org,2023-09-30,31,115986.96,Data Science,Caf&eacute; study group
REC-4285,,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Brown,1882,University of Illinois at Urbana-Champaign,duplicate.user@research.org,2020-01-15,48,83322.35,Metadata,Phase 1 &amp; 2 complete
REC-4286,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,2015,"University of Nevada, Las Vegas",r.johnson@mit.edu,1900-01-01,43,FREE,Bioinformatics,Na&iuml;ve Bayes test
REC-4287,,Analysis of Data Science,Patricia Taylor-Garcia,2020,University of Illinois at Urbana-Champaign,a.wright@berkeley.edu,2021-07-22,3,"$5,050.63",Machine Learning,Notes on &quot;UIUC&quot;
REC-4288,PRJ-2026-4052,Study on Cataloging,Stephen Miller,Pending,University of Illinois at Urbana-Champaign,a.wright@berkeley.edu,2099-12-31,9,23969.22 USD,GIS Mapping,Phase 1 &amp; 2 complete
REC-4289,prj-2026-1001,Proj A,Dr. Jane Mary Smith,,University of Illinois at Urbana-Champaign,contact@lab.org,,37,98704.98 USD,Cataloging,Phase 1 &amp; 2 complete
REC-4290,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Johnson,c. 2005,"Urbana-Champaign, University of Illinois",smith@unlv.edu,2099-12-31,17,65306.67 USD,Bioinformatics,Caf&eacute; study group
REC-4291,prj-2026-1001,Analysis of Machine Learning,Johnathan Doe,2015,"Technology, Massachusetts Institute of",r.johnson@mit.edu,2018-11-05,13,"$53,205.73",Data Science,Caf&eacute; study group
REC-4292,PRJ20261001,Study on Bioinformatics,Kathryn Write,,"Technology, Massachusetts Institute of",smith@unlv.edu,2020-01-15,26,-$210.00,Ethics,Phase 1 &amp; 2 complete
REC-4293,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,2018,M.I.T.,r.johnson@mit.edu,2018-11-05,23,61290.97,GIS Mapping,Notes on &quot;UIUC&quot;
REC-4294,PRJ20261001,Study on Bioinformatics,Kristina Tailor,N/A,Massachusetts Institute of Technology,r.johnson@mit.edu,2018-11-05,11,17786.37 USD,Data Science,Phase 1 &amp; 2 complete
,,,,,,,,,,Python,Sub-tag record
,,,,,,,,,,Archival Studies,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-4295,PRJ-2026-8819,Analysis of Archival Studies,Patricia Taylor-Garcia,2005,UC Berkeley,a.wright@berkeley.edu,2025-12-01,32,88418.86,Cataloging,Cost &lt; Budget
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,Metadata,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-4296,PRJ-2026-9900,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Smith,2020,"Technology, Massachusetts Institute of",contact@lab.org,2016-03-12,12,-$440.00,Ethics,Cost &lt; Budget
REC-4297,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,2015,Univ of Illinois Urbana Champaign,smith@unlv.edu,,3,9585.9,Archival Studies,Na&iuml;ve Bayes test
,,,,,,,,,,Bioinformatics,Sub-tag record
REC-4298,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,2021,University of Illinois at Urbana-Champaign,jdoe@illinois.edu,1900-01-01,12,48027.3 USD,Data Science,Cost &lt; Budget
REC-4299,PRJ-2026-1001,Study on Data Science,Brian Stuart,Pending,Univ. of Illinois (UIUC),contact@lab.org,2023-09-30,41,-$490.00,Machine Learning,Caf&eacute; study group
REC-4300,INVALID_CODE,Analysis of GIS Mapping,Alexandr Wright,1882,"University of California, Berkeley",smith@unlv.edu,1900-01-01,15,39998.36 USD,Archival Studies,Phase 1 &amp; 2 complete
REC-4301,prj-2026-1001,Study on Archival Studies,Catherine Wright,2005,UNLV,contact@lab.org,2020-01-15,25,-$423.00,Ethics,Caf&eacute; study group
REC-4302,PRJ20261001,Study on Machine Learning,Christina Taylor,Class of 2018,Univ. of Illinois (UIUC),smith@unlv.edu,2099-12-31,37,144814.89 USD,Python,Phase 1 &amp; 2 complete
REC-4303,,Study on GIS Mapping,Jeffrey Clarke,1882,"Las Vegas, University of Nevada",contact@lab.org,1900-01-01,40,"$145,875.30",Machine Learning,Caf&eacute; study group
REC-4304,PRJ-2026-1001,Analysis of Archival Studies,Alexandr Wright,2020,Univ of Nevada Las Vegas,smith@unlv.edu,2018-11-05,42,-$258.00,Metadata,Notes on &quot;UIUC&quot;
REC-4305,PRJ-2026-9900,Study on Bioinformatics,Jeffrey Clarke,'15,UIUC,a.wright@berkeley.edu,2025-12-01,14,FREE,Cataloging,Caf&eacute; study group
REC-4306,prj-2026-1001,Analysis of Data Science,Johnathan Doe,'15,"University of Nevada, Las Vegas",r.johnson@mit.edu,1900-01-01,18,FREE,Data Science,Na&iuml;ve Bayes test
REC-4307,PRJ20261001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,1882,Massachusetts Institute of Technology,a.wright@berkeley.edu,2021-07-22,33,"$105,561.24",Machine Learning,Phase 1 &amp; 2 complete
REC-4308,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Brown,2020,"Technology, Massachusetts Institute of",contact@lab.org,2018-11-05,16,58308.07,Metadata,Phase 1 &amp; 2 complete
REC-4309,PRJ-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Brown,2020,Univ. of Illinois (UIUC),contact@lab.org,2020-01-15,32,-$459.00,Data Science,Na&iuml;ve Bayes test
REC-4310,PRJ-2026-9900,Study on GIS Mapping,Jane Smith,2020,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2016-03-12,13,38878.08 USD,Metadata,Cost &lt; Budget
REC-4311,PRJ-2026-9900,Study on Python,Steven Miller,2050,"Berkeley, University of California",contact@lab.org,2016-03-12,4,FREE,Bioinformatics,Cost &lt; Budget
REC-4312,,Study on Data Science,Kristina Tailor,2022,Urbana Champaign University of Illinois,r.johnson@mit.edu,2021-07-22,32,133552.09 USD,Bioinformatics,Notes on &quot;UIUC&quot;
REC-4313,prj-2026-1001,Investigation into GIS Mapping and Modern Data Pipelines,m. davis,1882,Massachusetts Institute of Technology,smith@unlv.edu,2018-11-05,12,-$409.00,Ethics,Cost &lt; Budget
REC-4314,PRJ-26-1001,Study on Archival Studies,Kathryn Write,N/A,"Las Vegas, University of Nevada",contact@lab.org,2099-12-31,22,-$191.00,Archival Studies,Na&iuml;ve Bayes test
REC-4315,INVALID_CODE,Analysis of Metadata,Patricia Taylor Garcia,1882,Cal Berkeley,jdoe@illinois.edu,2025-12-01,36,FREE,Machine Learning,Notes on &quot;UIUC&quot;
REC-4316,prj-2026-1001,Investigation into Ethics and Modern Data Pipelines,m. davis,Class of 2018,"University of Nevada, Las Vegas",jdoe@illinois.edu,2023-09-30,45,133004.84,Bioinformatics,Na&iuml;ve Bayes test
REC-4317,PRJ20261001,Analysis of Machine Learning,Alexandr Wright,1998,University of Illinois at Urbana-Champaign,contact@lab.org,2020-01-15,39,"$169,527.86",Ethics,Caf&eacute; study group
REC-4318,PRJ-26-1001,Proj A,m. davis,c. 2005,University of Illinois at Urbana-Champaign,jdoe@illinois.edu,2099-12-31,28,"$56,737.22",GIS Mapping,Na&iuml;ve Bayes test
REC-4319,PRJ-2026-8819,Investigation into Machine Learning and Modern Data Pipelines,Dr. Jane Mary Smith,2021,UNLV,jdoe@illinois.edu,2018-11-05,46,-$164.00,Ethics,Cost &lt; Budget
REC-4320,prj-2026-1001,Investigation into Data Science and Modern Data Pipelines,A. PROF. WILSON,N/A,"University of California, Berkeley",jdoe@illinois.edu,1900-01-01,9,26841.92,Bioinformatics,Caf&eacute; study group
REC-4321,PRJ-2026-4052,Investigation into Machine Learning and Modern Data Pipelines,Smith,2005,U.N.L.V.,r.johnson@mit.edu,2020-01-15,26,-$284.00,Ethics,Cost &lt; Budget
REC-4322,PRJ-2026-8819,Proj A,Jane Smith,1882,Massachusetts Institute of Technology,jdoe@illinois.edu,2020-01-15,8,"$17,143.51",Data Science,Caf&eacute; study group
REC-4323,prj-2026-1001,Analysis of Ethics,Johnathan Doe,2018,"Urbana-Champaign, University of Illinois",contact@lab.org,2099-12-31,24,61913.47 USD,Cataloging,Cost &lt; Budget
REC-4324,,Analysis of Machine Learning,Alexandr Wright,2022,Urbana Champaign University of Illinois,jdoe@illinois.edu,2021-07-22,19,FREE,Ethics,Caf&eacute; study group
REC-4325,PRJ-26-1001,Study on Ethics,Brian Stuart,1998,M.I.T.,a.wright@berkeley.edu,,30,"$57,750.76",Cataloging,Cost &lt; Budget
REC-4326,prj-2026-1001,Investigation into Metadata and Modern Data Pipelines,Smith,c2020,"Las Vegas, University of Nevada",contact@lab.org,2025-12-01,42,-$131.00,Data Science,Na&iuml;ve Bayes test
REC-4327,INVALID_CODE,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Brown,2018,Urbana Champaign University of Illinois,smith@unlv.edu,2023-09-30,24,-$389.00,Archival Studies,Caf&eacute; study group
REC-4328,prj-2026-1001,Analysis of GIS Mapping,Patricia Taylor Garcia,2012,Massachusetts Institute of Technology,contact@lab.org,2020-01-15,14,-$225.00,Data Science,Phase 1 &amp; 2 complete
REC-4329,PRJ-26-1001,Study on Metadata,Kristina Tailor,2005,"Urbana-Champaign, University of Illinois",jdoe@illinois.edu,2018-11-05,35,FREE,GIS Mapping,Notes on &quot;UIUC&quot;
REC-4330,PRJ20261001,Study on Machine Learning,Jeffrey Clarke,c. 2005,Massachusetts Institute of Technology,smith@unlv.edu,2016-03-12,31,92828.77,Data Science,Phase 1 &amp; 2 complete
,,,,,,,,,,Cataloging,Sub-tag record
REC-4331,,Analysis of Bioinformatics,Michael O'Brown,Unknown,University of Illinois at Urbana-Champaign,a.wright@berkeley.edu,2023-09-30,32,-$258.00,Cataloging,Notes on &quot;UIUC&quot;
REC-4332,PRJ-26-1001,Study on Cataloging,Jane Smith,1998,Univ. of Illinois (UIUC),contact@lab.org,2023-09-30,30,131269.95 USD,Python,Notes on &quot;UIUC&quot;
REC-4333,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Doe,N/A,Cal Berkeley,r.johnson@mit.edu,1900-01-01,20,FREE,Machine Learning,Na&iuml;ve Bayes test
REC-4334,PRJ-2026-8819,Analysis of Python,Patricia Taylor-Garcia,,"University of California, Berkeley",smith@unlv.edu,2021-07-22,10,FREE,Python,Phase 1 &amp; 2 complete
REC-4335,PRJ-2026-8819,Investigation into Bioinformatics and Modern Data Pipelines,Smith,Pending,"Urbana-Champaign, University of Illinois",contact@lab.org,2023-09-30,24,57631.98 USD,Archival Studies,Cost &lt; Budget
REC-4336,PRJ-2026-9900,Study on Machine Learning,Jayne Smyth,N/A,U.N.L.V.,a.wright@berkeley.edu,2018-11-05,13,34600.96,Bioinformatics,Phase 1 &amp; 2 complete
REC-4337,PRJ-2026-4052,Analysis of Bioinformatics,Alexander Wright,'15,"University of California, Berkeley",smith@unlv.edu,2016-03-12,60,-$447.00,Archival Studies,Na&iuml;ve Bayes test
REC-4338,PRJ-2026-8819,Analysis of Metadata,Robert Jhnson,2012.0,M.I.T.,duplicate.user@research.org,2099-12-31,27,"$65,261.35",Metadata,Phase 1 &amp; 2 complete
REC-4339,PRJ-2026-9900,Analysis of Metadata,Alexander Wright,1882,"University of California, Berkeley",duplicate.user@research.org,1900-01-01,48,-$352.00,Python,Caf&eacute; study group
,,,,,,,,,,Data Science,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,Bioinformatics,Sub-tag record
REC-4340,PRJ-2026-9900,Study on GIS Mapping,Bryan Stewart,2012,"University of Nevada, Las Vegas",smith@unlv.edu,2025-12-01,7,-$341.00,Data Science,Phase 1 &amp; 2 complete
,,,,,,,,,,Ethics,Sub-tag record
REC-4341,PRJ-2026-1001,Analysis of Data Science,Michael OBrown,2012,U.N.L.V.,smith@unlv.edu,,48,"$123,747.84",Ethics,Na&iuml;ve Bayes test
REC-4342,PRJ-2026-4052,Study on Machine Learning,Jeffrey Clarke,2021,MIT,jdoe@illinois.edu,2023-09-30,14,32069.56 USD,Machine Learning,Caf&eacute; study group
REC-4343,,Study on Data Science,Kathryn Write,N/A,Massachusetts Institute of Technology,a.wright@berkeley.edu,,48,"$133,863.64",Cataloging,Na&iuml;ve Bayes test
REC-4344,PRJ-2026-1001,Study on Python,Kathryn Write,2022,"Urbana-Champaign, University of Illinois",r.johnson@mit.edu,1900-01-01,32,"$123,321.15",Python,Notes on &quot;UIUC&quot;
REC-4345,INVALID_CODE,Analysis of Bioinformatics,Patricia Taylor-Garcia,Class of 2018,Cal Berkeley,r.johnson@mit.edu,2023-09-30,27,78311.53,Machine Learning,Caf&eacute; study group
REC-4346,PRJ-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Doe,2015,"Las Vegas, University of Nevada",duplicate.user@research.org,2018-11-05,31,70967.59 USD,Archival Studies,Notes on &quot;UIUC&quot;
REC-4347,PRJ-2026-8819,Study on Cataloging,Jane Smith,2005,"University of California, Berkeley",smith@unlv.edu,2025-12-01,17,FREE,Metadata,Na&iuml;ve Bayes test
REC-4348,PRJ20261001,Analysis of Data Science,Michael OBrown,c. 2005,Univ of Illinois Urbana Champaign,a.wright@berkeley.edu,1900-01-01,29,130386.02 USD,Data Science,Cost &lt; Budget
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,Archival Studies,Sub-tag record
,,,,,,,,,,Metadata,Sub-tag record
REC-4349,PRJ-2026-9900,Study on Bioinformatics,Jane Smith,Class of 2018,UIUC,smith@unlv.edu,2021-07-22,39,"$68,473.31",Bioinformatics,Cost &lt; Budget
REC-4350,PRJ-2026-1001,Analysis of Python,Johnathan Doe,,U.N.L.V.,duplicate.user@research.org,,24,"$69,186.81",Cataloging,Caf&eacute; study group
REC-4351,PRJ-2026-1001,Study on Cataloging,Bryan Stewart,2022,"Berkeley, University of California",a.wright@berkeley.edu,,27,83915.49,Cataloging,Cost &lt; Budget
,,,,,,,,,,Machine Learning,Sub-tag record
,,,,,,,,,,Archival Studies,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-4352,PRJ-2026-8819,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Johnson,'15,"Berkeley, University of California",smith@unlv.edu,1900-01-01,32,52409.7 USD,Archival Studies,Cost &lt; Budget
REC-4353,PRJ-26-1001,Analysis of Archival Studies,Michael O'Brown,2020,"Urbana-Champaign, University of Illinois",duplicate.user@research.org,2021-07-22,21,-$349.00,Archival Studies,Caf&eacute; study group
REC-4354,PRJ20261001,Analysis of Ethics,Johnathan Doe,c2020,Univ. of Illinois (UIUC),a.wright@berkeley.edu,2025-12-01,41,-$483.00,Data Science,Caf&eacute; study group
,,,,,,,,,,GIS Mapping,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,Archival Studies,Sub-tag record
REC-4355,PRJ-2026-4052,Proj A,A. PROF. WILSON,2012.0,Cal Berkeley,jdoe@illinois.edu,,11,"$44,996.89",Python,Notes on &quot;UIUC&quot;
REC-4356,PRJ20261001,Investigation into Cataloging and Modern Data Pipelines,Dr. Jane Mary Smith,2012,"Berkeley, University of California",duplicate.user@research.org,2025-12-01,47,"$123,716.44",Metadata,Notes on &quot;UIUC&quot;
REC-4357,,Investigation into Machine Learning and Modern Data Pipelines,A. PROF. WILSON,Unknown,Univ of Illinois Urbana Champaign,a.wright@berkeley.edu,1900-01-01,23,-$295.00,Metadata,Notes on &quot;UIUC&quot;
REC-4358,PRJ-2026-1001,Analysis of Metadata,Johnathan Doee,c. 2005,UNLV,smith@unlv.edu,2016-03-12,25,-$497.00,Bioinformatics,Notes on &quot;UIUC&quot;
REC-4359,prj-2026-1001,Analysis of Machine Learning,Patricia Taylor-Garcia,,"Urbana-Champaign, University of Illinois",smith@unlv.edu,,8,FREE,Metadata,Na&iuml;ve Bayes test
REC-4360,PRJ-2026-8819,Proj A,m. davis,2018,"Las Vegas, University of Nevada",smith@unlv.edu,,8,21266.69 USD,Archival Studies,Phase 1 &amp; 2 complete
REC-4361,PRJ-2026-1001,Proj A,Smith,'15,"University of Nevada, Las Vegas",duplicate.user@research.org,2099-12-31,34,82712.14 USD,GIS Mapping,Notes on &quot;UIUC&quot;
REC-4362,PRJ-2026-1001,Study on Machine Learning,Catherine Wright,Class of 2018,"University of California, Berkeley",jdoe@illinois.edu,2016-03-12,8,"$17,463.87",Metadata,Phase 1 &amp; 2 complete
REC-4363,PRJ-2026-8819,Study on Data Science,Geoffrey Clark,2015,Univ of Nevada Las Vegas,smith@unlv.edu,2018-11-05,38,"$155,542.21",Archival Studies,Cost &lt; Budget
REC-4364,PRJ-26-1001,Investigation into GIS Mapping and Modern Data Pipelines,Jane Smith,Pending,"University of Nevada, Las Vegas",r.johnson@mit.edu,1900-01-01,22,-$150.00,Ethics,Phase 1 &amp; 2 complete
